id,female,age,state
3219,1,51,3
3220,0,40,2
3221,1,66,1
3222,0,98,1
3223,1,98,1
3224,1,41,2
3225,0,83,2
3226,1,46,2
3227,1,94,3
3228,1,55,2
3229,1,41,1
3230,0,59,2
3231,0,85,2
3232,0,89,2
3233,1,41,2
3234,1,89,1
3235,1,90,2
3236,1,63,2
3237,0,93,1
3238,0,82,1
3239,1,50,2
3240,1,63,2
3241,1,90,3
3242,0,82,3
3243,1,61,3
3244,1,49,1
3245,1,93,1
3246,1,46,1
3247,1,73,3
3248,1,56,3
3249,1,70,2
3250,0,71,3
3251,1,86,2
3252,1,73,1
3253,0,73,1
3254,0,85,2
3255,0,81,3
3256,1,76,2
3257,0,58,2
3258,1,63,2
3259,1,81,3
3260,1,49,1
3261,1,70,2
3262,0,73,2
3263,1,65,3
3264,1,42,1
3265,0,46,2
3266,0,65,1
3267,1,60,2
3268,1,46,2
3269,1,42,2
3270,0,62,2
3271,1,88,2
3272,0,60,2
3273,1,41,2
3274,1,74,2
3275,0,40,1
3276,1,63,1
3277,0,81,2
3278,1,59,1
3279,1,45,3
3280,0,43,3
3281,1,91,3
3282,0,91,2
3283,0,65,3
3284,0,46,2
3285,0,88,2
3286,1,77,1
3287,1,60,2
3288,1,81,2
3289,1,67,3
3290,0,76,1
3291,0,88,2
3292,1,64,2
3293,0,97,3
3294,1,64,2
3295,0,97,1
3296,0,64,3
3297,0,92,1
3298,1,78,1
3299,0,41,2
3300,1,82,1
3301,1,44,2
3302,0,53,3
3303,1,52,3
3304,0,57,1
3305,1,53,3
3306,0,43,1
3307,0,82,3
3308,1,56,2
3309,1,98,2
3310,1,93,3
3311,1,57,3
3312,0,47,3
3313,0,84,2
3314,1,58,1
3315,1,83,3
3316,1,72,2
3317,1,54,2
3318,1,88,1
3319,0,63,2
3320,0,46,2
3321,1,52,3
3322,0,79,3
3323,1,83,3
3324,1,62,1
3325,0,46,1
3326,0,82,2
3327,1,61,2
3328,1,99,2
3329,0,63,2
3330,1,73,1
3331,0,77,1
3332,1,70,2
3333,1,42,2
3334,1,92,2
3335,1,86,1
3336,1,89,1
3337,0,44,3
3338,1,40,1
3339,0,82,2
3340,0,99,2
3341,1,80,3
3342,1,82,1
3343,0,91,1
3344,1,81,2
3345,1,95,1
3346,0,81,3
3347,0,96,3
3348,1,96,1
3349,1,97,3
3350,0,75,1
3351,0,99,2
3352,1,60,3
3353,1,61,1
3354,1,57,1
3355,0,93,2
3356,0,49,1
3357,1,87,2
3358,1,46,2
3359,1,82,3
3360,1,62,1
3361,0,82,2
3362,1,73,1
3363,0,95,3
3364,0,54,2
3365,1,46,1
3366,0,91,2
3367,1,78,3
3368,1,57,1
3369,0,42,2
3370,1,55,1
3371,0,43,1
3372,0,81,3
3373,0,100,2
3374,0,81,3
3375,0,48,3
3376,0,63,2
3377,1,57,1
3378,0,59,3
3379,0,73,2
3380,1,66,2
3381,0,60,3
3382,1,57,1
3383,0,92,1
3384,0,47,1
3385,0,55,1
3386,0,90,2
3387,1,73,2
3388,1,52,3
3389,0,61,2
3390,1,53,3
3391,1,42,3
3392,0,54,1
3393,0,79,2
3394,0,99,3
3395,0,42,1
3396,0,98,3
3397,1,80,2
3398,0,69,3
3399,0,95,2
3400,1,66,1
3401,1,46,3
3402,0,84,3
3403,1,80,1
3404,0,51,2
3405,0,56,2
3406,0,85,1
3407,0,67,2
3408,1,71,3
3409,0,42,2
3410,0,62,1
3411,0,47,3
3412,1,79,3
3413,1,47,2
3414,1,67,1
3415,0,50,3
3416,1,54,1
3417,0,94,3
3418,1,95,1
3419,1,85,2
3420,1,93,2
3421,0,98,3
3422,0,44,2
3423,1,94,1
3424,0,61,1
3425,0,58,3
3426,0,59,1
3427,0,55,1
3428,1,57,1
3429,0,85,3
3430,0,57,3
3431,1,89,1
3432,1,79,2
3433,1,70,1
3434,1,89,3
3435,1,77,2
3436,1,70,2
3437,1,92,3
3438,0,72,2
3439,0,76,2
3440,1,100,2
3441,1,98,3
3442,1,99,2
3443,1,62,2
3444,1,44,3
3445,0,85,2
3446,1,99,2
3447,0,48,1
3448,1,72,3
3449,1,70,3
3450,0,76,1
3451,1,74,2
3452,1,62,1
3453,0,47,3
3454,1,67,2
3455,1,63,1
3456,1,87,2
3457,1,85,2
3458,1,86,2
3459,0,57,3
3460,1,92,1
3461,1,70,2
3462,0,78,1
3463,1,91,1
3464,1,76,3
3465,0,91,1
3466,0,41,2
3467,0,63,1
3468,0,48,2
3469,1,87,3
3470,1,55,2
3471,0,96,3
3472,0,88,2
3473,0,59,2
3474,1,53,1
3475,1,62,1
3476,0,43,2
3477,1,62,3
3478,0,49,3
3479,0,59,3
3480,1,52,2
3481,0,72,2
3482,1,76,2
3483,1,68,2
3484,0,70,2
3485,1,47,2
3486,1,83,2
3487,0,76,3
3488,0,46,3
3489,0,48,3
3490,0,60,2
3491,1,43,1
3492,1,61,1
3493,1,49,2
3494,0,65,3
3495,0,40,3
3496,1,40,3
3497,1,42,2
3498,1,79,1
3499,1,69,3
3500,0,94,2
3501,0,55,3
3502,1,74,3
3503,1,42,1
3504,1,81,2
3505,1,55,3
3506,0,87,1
3507,1,78,1
3508,0,84,3
3509,0,49,1
3510,1,47,2
3511,1,86,2
3512,1,73,2
3513,1,65,3
3514,0,68,1
3515,0,52,1
3516,0,99,3
3517,0,90,2
3518,1,50,3
3519,0,63,1
3520,0,86,1
3521,1,62,3
3522,1,49,1
3523,0,79,3
3524,0,40,1
3525,1,75,2
3526,1,44,1
3527,1,97,1
3528,1,60,3
3529,1,95,1
3530,1,78,2
3531,0,69,3
3532,0,50,1
3533,1,81,1
3534,0,90,3
3535,1,71,3
3536,0,95,3
3537,0,70,3
3538,1,80,3
3539,0,82,2
3540,0,58,1
3541,0,83,2
3542,1,80,2
3543,0,62,1
3544,1,51,1
3545,1,63,1
3546,1,55,3
3547,0,58,3
3548,0,79,3
3549,0,77,2
3550,0,98,3
3551,1,68,1
3552,0,44,2
3553,0,99,1
3554,1,86,1
3555,1,90,2
3556,1,90,1
3557,1,92,3
3558,1,46,1
3559,1,66,1
3560,0,64,3
3561,0,92,3
3562,1,70,2
3563,1,48,1
3564,0,54,1
3565,1,42,1
3566,0,46,1
3567,1,41,3
3568,1,76,2
3569,1,58,2
3570,0,46,3
3571,0,61,3
3572,1,76,3
3573,0,81,3
3574,0,46,1
3575,0,58,3
3576,1,96,2
3577,0,91,1
3578,1,50,1
3579,1,57,2
3580,1,90,1
3581,0,44,1
3582,0,80,1
3583,0,84,2
3584,0,47,1
3585,1,56,2
3586,0,66,1
3587,0,61,2
3588,0,66,1
3589,1,73,3
3590,1,55,3
3591,0,83,3
3592,1,59,3
3593,1,61,3
3594,1,63,3
3595,0,87,1
3596,1,64,2
3597,1,93,1
3598,0,85,1
3599,0,79,1
3600,1,95,1
3601,1,96,3
3602,1,58,1
3603,1,55,1
3604,0,68,3
3605,0,59,1
3606,1,53,3
3607,0,77,3
3608,1,61,2
3609,0,94,3
3610,0,90,3
3611,1,48,1
3612,0,58,2
3613,1,58,1
3614,1,80,1
3615,1,79,3
3616,0,96,3
3617,0,99,2
3618,1,67,2
3619,1,41,3
3620,0,61,3
3621,1,60,1
3622,0,42,2
3623,1,60,3
3624,0,40,3
3625,0,90,3
3626,1,85,1
3627,0,92,3
3628,1,86,1
3629,0,85,1
3630,0,45,3
3631,0,73,3
3632,1,75,2
3633,1,45,3
3634,1,89,2
3635,0,97,3
3636,0,60,3
3637,0,46,1
3638,1,86,2
3639,0,46,3
3640,1,72,1
3641,0,86,3
3642,1,100,1
3643,1,68,1
3644,0,55,2
3645,0,81,2
3646,1,94,2
3647,1,56,1
3648,0,86,2
3649,1,76,3
3650,1,71,1
3651,0,83,2
3652,1,93,3
3653,0,83,1
3654,0,81,3
3655,1,62,3
3656,0,96,3
3657,0,73,2
3658,1,81,3
3659,0,55,3
3660,1,66,3
3661,1,77,3
3662,1,59,2
3663,0,67,1
3664,0,66,1
3665,0,93,3
3666,1,81,3
3667,0,97,3
3668,1,60,3
3669,1,57,1
3670,0,64,2
3671,1,87,3
3672,0,100,3
3673,0,87,2
3674,0,71,1
3675,1,86,1
3676,1,99,3
3677,1,42,3
3678,0,94,1
3679,0,64,1
3680,1,95,2
3681,0,85,3
3682,1,83,3
3683,0,84,2
3684,0,40,2
3685,1,84,1
3686,0,57,3
3687,1,69,3
3688,1,48,1
3689,0,54,2
3690,0,65,3
3691,1,82,3
3692,0,43,2
3693,1,51,2
3694,1,61,3
3695,0,70,2
3696,1,93,2
3697,1,48,2
3698,0,59,1
3699,0,96,2
3700,0,53,1
3701,1,85,1
3702,1,49,1
3703,0,76,3
3704,1,77,3
3705,0,71,2
3706,0,91,3
3707,1,62,3
3708,1,92,2
3709,1,71,1
3710,0,51,3
3711,0,71,2
3712,1,69,2
3713,1,66,3
3714,1,50,1
3715,0,72,3
3716,0,53,2
3717,1,65,2
3718,0,44,1
3719,1,68,2
3720,1,91,1
3721,1,62,1
3722,0,99,2
3723,0,48,1
3724,0,69,1
3725,0,51,2
3726,0,46,2
3727,1,92,2
3728,0,54,1
3729,1,55,1
3730,0,57,1
3731,1,76,1
3732,1,80,3
3733,0,41,2
3734,1,100,3
3735,0,40,3
3736,0,75,2
3737,1,57,1
3738,1,85,3
3739,0,43,1
3740,1,83,1
3741,0,44,3
3742,1,56,2
3743,0,53,3
3744,1,56,3
3745,1,89,3
3746,0,61,3
3747,1,67,3
3748,0,67,3
3749,0,77,2
3750,1,83,3
3751,0,51,3
3752,1,70,3
3753,1,64,3
3754,1,96,1
3755,0,76,3
3756,1,78,3
3757,0,55,2
3758,1,82,3
3759,0,42,3
3760,1,57,3
3761,1,91,3
3762,0,96,2
3763,0,96,3
3764,1,98,1
3765,1,44,1
3766,0,64,3
3767,0,81,2
3768,0,92,1
3769,0,40,3
3770,0,48,3
3771,0,51,1
3772,0,95,2
3773,1,62,1
3774,1,81,2
3775,0,86,2
3776,0,74,2
3777,1,40,1
3778,1,76,2
3779,0,64,3
3780,1,53,2
3781,1,60,1
3782,0,73,3
3783,1,56,2
3784,0,56,3
3785,1,63,3
3786,0,78,2
3787,0,69,3
3788,1,64,3
3789,1,60,1
3790,0,55,1
3791,1,42,3
3792,0,46,3
3793,0,47,2
3794,1,54,3
3795,1,45,1
3796,1,41,3
3797,1,95,2
3798,1,81,3
3799,0,64,2
3800,0,69,2
3801,1,67,2
3802,0,60,1
3803,1,69,2
3804,0,83,1
3805,1,52,3
3806,1,90,1
3807,1,92,1
3808,0,65,3
3809,0,84,3
3810,0,90,3
3811,0,78,2
3812,1,84,3
3813,0,89,2
3814,0,73,2
3815,1,55,1
3816,0,67,3
3817,0,71,2
3818,1,85,3
3819,1,59,1
3820,1,79,2
3821,1,67,2
3822,1,40,1
3823,0,99,3
3824,0,42,1
3825,1,85,2
3826,1,97,3
3827,1,98,3
3828,0,72,3
3829,1,92,2
3830,1,51,3
3831,0,60,2
3832,1,42,2
3833,0,62,1
3834,1,46,2
3835,0,40,3
3836,0,44,3
3837,1,43,2
3838,1,86,2
3839,1,53,2
3840,0,99,2
3841,0,53,1
3842,1,91,2
3843,0,61,2
3844,0,84,2
3845,0,97,3
3846,0,59,1
3847,1,100,2
3848,1,99,2
3849,1,72,3
3850,0,41,1
3851,0,56,2
3852,1,79,2
3853,0,90,1
3854,1,87,3
3855,1,73,1
3856,0,62,3
3857,0,71,1
3858,0,96,1
3859,0,80,2
3860,0,84,2
3861,0,72,3
3862,1,51,1
3863,1,92,2
3864,0,55,3
3865,1,93,3
3866,1,98,1
3867,1,54,3
3868,1,62,1
3869,0,85,2
3870,1,60,2
3871,1,42,2
3872,0,64,2
3873,0,59,2
3874,1,87,3
3875,0,88,3
3876,1,55,1
3877,0,91,2
3878,1,74,3
3879,0,58,2
3880,1,90,3
3881,1,65,1
3882,0,80,2
3883,1,76,1
3884,0,92,3
3885,1,67,2
3886,1,87,1
3887,0,45,3
3888,1,73,1
3889,0,97,2
3890,1,44,2
3891,0,79,1
3892,1,46,3
3893,1,43,1
3894,1,91,3
3895,1,65,1
3896,0,83,2
3897,1,75,1
3898,1,65,1
3899,1,43,2
3900,0,43,3
3901,1,83,1
3902,1,97,3
3903,0,63,2
3904,0,48,2
3905,0,64,2
3906,1,72,1
3907,1,75,2
3908,0,91,2
3909,0,44,1
3910,0,90,2
3911,1,74,3
3912,1,59,2
3913,1,85,2
3914,0,75,2
3915,1,72,2
3916,0,65,1
3917,0,57,1
3918,0,84,2
3919,1,44,1
3920,0,72,3
3921,0,82,3
3922,1,87,3
3923,1,62,2
3924,0,60,2
3925,1,92,2
3926,1,66,1
3927,0,98,3
3928,0,91,1
3929,1,40,1
3930,0,93,1
3931,1,90,3
3932,1,46,1
3933,1,93,1
3934,1,80,2
3935,0,96,3
3936,0,56,2
3937,0,81,3
3938,1,59,1
3939,0,50,3
3940,0,77,3
3941,1,59,1
3942,0,90,2
3943,1,63,1
3944,1,82,3
3945,1,91,3
3946,1,74,2
3947,1,83,1
3948,0,97,2
3949,1,72,3
3950,0,61,1
3951,0,96,3
3952,1,92,3
3953,0,88,2
3954,0,93,1
3955,1,76,3
3956,1,79,3
3957,0,75,2
3958,0,63,2
3959,0,45,3
3960,0,89,1
3961,0,99,3
3962,0,43,1
3963,0,95,3
3964,1,85,2
3965,0,87,3
3966,1,56,2
3967,1,100,2
3968,1,48,1
3969,0,96,1
3970,1,90,3
3971,0,72,2
3972,1,91,2
3973,1,44,3
3974,0,46,2
3975,0,99,2
3976,1,70,1
3977,1,86,1
3978,0,92,1
3979,1,84,3
3980,0,76,3
3981,0,89,1
3982,1,96,3
3983,1,53,1
3984,0,56,1
3985,1,50,1
3986,1,93,2
3987,0,46,2
3988,0,70,2
3989,0,64,2
3990,0,98,3
3991,1,98,3
3992,0,98,3
3993,0,63,2
3994,0,44,2
3995,1,97,3
3996,0,68,3
3997,0,51,3
3998,0,88,2
3999,1,60,1
4000,0,83,3
4001,0,83,1
4002,0,66,3
4003,1,90,1
4004,0,92,3
4005,0,64,3
4006,1,42,1
4007,0,94,3
4008,1,40,3
4009,1,80,1
4010,0,78,1
4011,0,56,1
4012,1,97,3
4013,1,91,1
4014,0,64,3
4015,0,96,3
4016,0,49,1
4017,0,52,3
4018,0,66,3
4019,1,65,1
4020,1,74,3
4021,0,53,1
4022,0,58,3
4023,0,95,3
4024,1,76,1
4025,0,65,3
4026,0,51,1
4027,0,95,2
4028,1,86,3
4029,1,80,2
4030,0,89,3
4031,1,82,3
4032,1,76,1
4033,0,95,1
4034,1,81,1
4035,0,67,2
4036,1,46,3
4037,0,81,2
4038,1,71,1
4039,0,71,1
4040,0,57,1
4041,1,59,2
4042,0,72,3
4043,1,55,2
4044,0,87,3
4045,1,47,2
4046,1,46,3
4047,1,45,1
4048,0,53,1
4049,1,59,1
4050,1,86,3
4051,0,59,1
4052,1,45,1
4053,0,73,2
4054,0,92,2
4055,1,59,3
4056,0,47,3
4057,1,74,2
4058,0,51,3
4059,0,82,3
4060,1,76,3
4061,0,41,3
4062,0,77,1
4063,1,75,2
4064,1,76,3
4065,0,41,3
4066,1,42,3
4067,0,51,1
4068,1,63,3
4069,0,60,3
4070,1,99,3
4071,1,84,2
4072,0,58,3
4073,0,58,2
4074,1,96,2
4075,0,81,2
4076,0,64,1
4077,0,59,2
4078,1,81,3
4079,0,43,2
4080,0,57,1
4081,0,43,3
4082,0,95,3
4083,0,58,3
4084,0,88,3
4085,1,70,2
4086,1,92,3
4087,0,77,3
4088,0,66,1
4089,1,46,3
4090,1,67,3
4091,1,62,1
4092,0,58,3
4093,1,61,2
4094,0,41,2
4095,1,92,3
4096,0,95,2
4097,1,86,1
4098,0,82,2
4099,0,47,1
4100,0,43,1
4101,0,69,3
4102,1,52,1
4103,1,41,1
4104,0,44,1
4105,0,70,3
4106,0,59,1
4107,1,64,3
4108,1,77,1
4109,0,88,3
4110,0,92,2
4111,1,55,2
4112,0,75,3
4113,0,69,2
4114,0,82,3
4115,1,53,1
4116,1,97,3
4117,0,88,1
4118,0,78,2
4119,1,44,2
4120,1,63,2
4121,0,53,2
4122,0,70,1
4123,0,84,1
4124,1,40,3
4125,1,64,3
4126,0,75,2
4127,0,54,3
4128,0,86,1
4129,1,99,1
4130,0,57,3
4131,0,98,3
4132,0,98,2
4133,1,72,3
4134,1,59,1
4135,0,71,1
4136,1,60,3
4137,0,58,2
4138,1,91,2
4139,0,79,1
4140,0,68,3
4141,1,58,2
4142,1,49,2
4143,0,64,2
4144,0,100,2
4145,1,86,3
4146,0,59,2
4147,1,53,2
4148,0,96,2
4149,1,41,2
4150,0,98,2
4151,0,71,3
4152,0,68,2
4153,1,79,1
4154,1,57,1
4155,1,72,2
4156,1,73,2
4157,0,42,2
4158,1,74,3
4159,1,64,3
4160,1,89,1
4161,1,50,3
4162,0,90,3
4163,0,95,2
4164,1,87,2
4165,1,71,1
4166,1,43,1
4167,1,99,3
4168,0,40,2
4169,1,62,3
4170,0,47,2
4171,0,85,2
4172,0,93,3
4173,0,82,2
4174,0,60,2
4175,1,47,1
4176,0,58,2
4177,1,46,2
4178,0,94,2
4179,0,74,3
4180,0,63,2
4181,1,49,1
4182,0,78,3
4183,1,63,3
4184,0,73,2
4185,1,60,2
4186,0,80,3
4187,0,57,2
4188,1,75,2
4189,1,66,2
4190,1,57,2
4191,0,50,2
4192,0,96,3
4193,0,97,1
4194,1,58,2
4195,0,86,3
4196,0,47,3
4197,1,58,2
4198,0,64,1
4199,1,96,2
4200,0,71,1
4201,1,94,2
4202,0,73,3
4203,1,57,2
4204,0,40,3
4205,0,51,1
4206,0,42,2
4207,1,99,2
4208,1,42,2
4209,1,75,2
4210,0,96,3
4211,0,63,1
4212,0,55,2
4213,1,44,1
4214,0,71,2
4215,0,73,3
4216,0,57,2
4217,1,56,3
4218,1,83,3
4219,1,59,3
4220,0,99,1
4221,0,46,3
4222,0,80,1
4223,1,86,1
4224,0,45,3
4225,0,81,3
4226,0,54,1
4227,1,52,2
4228,1,75,2
4229,1,55,2
4230,0,99,2
4231,1,98,1
4232,0,96,3
4233,1,73,2
4234,0,43,2
4235,1,98,1
4236,1,85,1
4237,1,99,1
4238,1,67,1
4239,0,85,3
4240,0,96,3
4241,0,78,2
4242,1,73,1
4243,0,51,3
4244,1,89,1
4245,0,48,1
4246,0,64,1
4247,0,84,1
4248,0,47,1
4249,1,67,2
4250,0,88,1
4251,1,43,3
4252,1,95,2
4253,1,87,3
4254,1,43,2
4255,1,94,1
4256,1,75,1
4257,0,99,2
4258,1,57,2
4259,0,46,2
4260,1,84,2
4261,0,85,1
4262,1,80,2
4263,0,49,2
4264,0,45,1
4265,0,56,1
4266,0,83,1
4267,0,91,2
4268,1,100,2
4269,0,77,1
4270,1,46,2
4271,0,77,1
4272,0,58,1
4273,0,54,3
4274,0,84,3
4275,1,67,2
4276,1,47,2
4277,1,98,1
4278,0,43,2
4279,1,45,2
4280,0,46,3
4281,1,98,3
4282,0,88,1
4283,1,88,1
4284,0,96,3
4285,0,69,1
4286,0,86,1
4287,0,67,1
4288,0,67,3
4289,0,64,3
4290,1,41,2
4291,1,83,1
4292,0,43,1
4293,0,95,2
4294,0,59,2
4295,1,46,1
4296,0,40,2
4297,0,51,2
4298,0,63,1
4299,0,75,1
4300,0,61,1
4301,1,70,2
4302,1,69,3
4303,1,83,1
4304,1,76,1
4305,1,68,3
4306,0,54,3
4307,1,74,1
4308,0,79,2
4309,1,81,1
4310,1,79,3
4311,1,65,1
4312,1,94,3
4313,1,90,1
4314,1,48,2
4315,0,58,3
4316,1,55,2
4317,0,100,1
4318,1,75,1
4319,0,90,2
4320,1,97,2
4321,1,53,3
4322,1,67,2
4323,1,76,2
4324,1,63,2
4325,0,100,3
4326,1,94,2
4327,1,87,2
4328,0,86,1
4329,1,85,2
4330,1,98,1
4331,0,69,2
4332,0,41,1
4333,1,73,3
4334,1,72,2
4335,0,72,1
4336,0,97,1
4337,0,65,2
4338,1,88,1
4339,1,40,2
4340,1,78,1
4341,0,67,1
4342,1,67,3
4343,0,74,3
4344,0,62,3
4345,0,96,3
4346,0,58,3
4347,0,68,2
4348,0,60,2
4349,1,69,3
4350,1,76,1
4351,0,77,3
4352,0,75,2
4353,1,75,3
4354,1,71,2
4355,0,45,3
4356,0,64,3
4357,0,69,1
4358,1,86,2
4359,1,83,2
4360,0,93,3
4361,1,94,2
4362,0,65,2
4363,0,40,1
4364,0,69,2
4365,1,69,2
4366,0,93,1
4367,1,54,1
4368,1,67,1
4369,0,85,2
4370,0,78,3
4371,0,99,3
4372,1,68,1
4373,0,61,2
4374,0,75,3
4375,0,53,2
4376,1,98,2
4377,0,87,3
4378,1,88,2
4379,1,97,1
4380,0,84,2
4381,1,45,2
4382,1,55,3
4383,0,66,2
4384,1,84,1
4385,1,90,2
4386,1,83,2
4387,1,69,2
4388,1,71,1
4389,1,50,3
4390,0,62,3
4391,0,89,1
4392,0,40,2
4393,0,63,2
4394,0,67,3
4395,1,87,1
4396,1,89,2
4397,0,81,1
4398,0,75,1
4399,1,54,2
4400,0,80,2
4401,0,70,3
4402,1,67,1
4403,1,44,2
4404,1,48,2
4405,0,81,1
4406,0,93,3
4407,1,98,1
4408,1,92,1
4409,0,78,3
4410,0,75,2
4411,1,83,2
4412,0,56,2
4413,0,57,2
4414,1,48,3
4415,0,59,2
4416,1,88,1
4417,0,61,2
4418,0,46,2
4419,1,79,1
4420,1,98,1
4421,1,49,1
4422,1,79,2
4423,0,53,3
4424,1,90,2
4425,0,55,3
4426,1,93,1
4427,1,49,3
4428,1,62,3
4429,1,54,2
4430,0,63,2
4431,1,43,1
4432,0,44,2
4433,1,41,3
4434,0,50,3
4435,0,48,3
4436,1,52,2
4437,1,71,1
4438,0,90,3
4439,0,96,3
4440,0,44,3
4441,1,71,3
4442,1,50,1
4443,1,44,3
4444,0,54,2
4445,0,74,1
4446,1,69,1
4447,0,96,3
4448,1,58,1
4449,0,81,3
4450,0,65,1
4451,0,94,1
4452,1,99,1
4453,1,48,3
4454,1,54,1
4455,1,72,1
4456,0,42,2
4457,0,48,2
4458,1,75,1
4459,0,50,3
4460,1,94,1
4461,1,60,3
4462,1,84,3
4463,1,89,2
4464,1,62,2
4465,0,42,2
4466,0,59,1
4467,1,98,1
4468,0,87,3
4469,1,43,3
4470,0,59,2
4471,1,52,3
4472,1,71,1
4473,1,88,1
4474,1,77,3
4475,0,71,2
4476,1,49,1
4477,1,98,3
4478,0,94,1
4479,0,93,1
4480,1,60,1
4481,0,48,2
4482,0,58,3
4483,0,97,3
4484,0,90,2
4485,1,59,2
4486,0,58,1
4487,1,93,3
4488,0,92,1
4489,0,59,2
4490,0,72,3
4491,0,74,1
4492,1,86,2
4493,1,69,3
4494,1,55,3
4495,0,51,1
4496,1,91,2
4497,1,49,3
4498,1,64,1
4499,1,82,3
4500,0,64,1
4501,1,40,2
4502,0,71,1
4503,0,68,3
4504,1,100,1
4505,0,44,3
4506,1,68,3
4507,1,68,2
4508,1,43,2
4509,0,98,3
4510,0,40,3
4511,0,84,2
4512,1,55,3
4513,0,72,2
4514,0,77,1
4515,0,61,1
4516,1,90,1
4517,1,46,3
4518,0,90,2
4519,0,67,2
4520,0,57,1
4521,0,69,1
4522,1,51,1
4523,0,68,3
4524,0,85,2
4525,0,60,2
4526,0,70,3
4527,1,63,3
4528,0,42,1
4529,0,60,3
4530,0,100,3
4531,1,84,3
4532,1,73,2
4533,0,64,1
4534,1,45,1
4535,0,62,3
4536,1,73,3
4537,1,98,1
4538,0,58,3
4539,1,99,1
4540,0,71,2
4541,0,75,2
4542,0,58,2
4543,0,69,2
4544,1,70,1
4545,1,73,2
4546,1,60,3
4547,0,94,2
4548,0,92,2
4549,1,41,3
4550,1,91,2
4551,1,100,1
4552,0,42,1
4553,0,66,1
4554,1,83,1
4555,1,44,3
4556,0,53,1
4557,1,53,1
4558,1,42,2
4559,0,77,2
4560,0,69,1
4561,0,51,1
4562,1,67,3
4563,0,48,3
4564,0,99,2
4565,1,59,3
4566,0,61,3
4567,1,92,2
4568,1,51,2
4569,1,51,2
4570,0,86,3
4571,0,66,3
4572,0,46,2
4573,1,94,2
4574,0,100,1
4575,1,45,3
4576,0,48,3
4577,0,82,2
4578,1,60,3
4579,0,100,2
4580,0,93,2
4581,1,58,1
4582,0,83,1
4583,0,79,2
4584,0,84,3
4585,1,45,3
4586,1,73,3
4587,1,45,3
4588,1,55,1
4589,1,69,3
4590,0,48,1
4591,1,54,3
4592,0,66,1
4593,1,67,2
4594,1,65,3
4595,0,51,3
4596,1,100,3
4597,0,98,2
4598,0,62,1
4599,1,53,3
4600,0,93,2
4601,1,67,2
4602,0,78,3
4603,0,96,2
4604,0,90,1
4605,0,52,3
4606,0,90,2
4607,1,93,2
4608,1,88,3
4609,0,96,3
4610,1,75,2
4611,0,68,1
4612,1,96,1
4613,1,42,2
4614,1,100,1
4615,1,56,3
4616,1,89,2
4617,1,52,3
4618,1,51,1
4619,1,83,3
4620,1,73,3
4621,1,94,1
4622,1,69,2
4623,0,61,2
4624,1,96,3
4625,1,59,3
4626,1,58,1
4627,1,59,3
4628,0,72,2
4629,1,93,1
4630,0,47,3
4631,1,69,1
4632,0,71,1
4633,1,69,2
4634,0,49,2
4635,1,53,1
4636,0,97,2
4637,1,53,2
4638,0,78,3
4639,1,46,2
4640,1,84,2
4641,0,64,1
4642,1,54,2
4643,1,65,2
4644,1,63,3
4645,0,50,3
4646,1,95,1
4647,0,67,1
4648,1,81,1
4649,1,91,1
4650,0,48,3
4651,1,88,2
4652,0,78,2
4653,1,69,3
4654,1,72,1
4655,1,80,3
4656,1,96,2
4657,1,87,2
4658,1,78,2
4659,0,42,3
4660,1,60,3
4661,1,41,3
4662,1,60,2
4663,1,42,2
4664,1,96,1
4665,1,56,2
4666,0,77,1
4667,0,55,2
4668,1,85,3
4669,0,50,1
4670,1,54,1
4671,0,58,1
4672,0,54,1
4673,0,67,1
4674,1,97,2
4675,0,46,3
4676,0,65,3
4677,0,46,3
4678,0,65,3
4679,1,64,3
4680,0,87,1
4681,0,94,1
4682,0,56,3
4683,1,87,3
4684,0,73,3
4685,1,43,1
4686,1,96,1
4687,0,40,1
4688,1,41,3
4689,0,92,2
4690,1,62,1
4691,1,40,1
4692,0,87,1
4693,1,67,1
4694,1,80,1
4695,1,50,2
4696,0,56,3
4697,1,63,2
4698,0,82,3
4699,0,48,1
4700,0,64,1
4701,0,97,2
4702,0,79,2
4703,1,81,2
4704,1,57,2
4705,0,99,2
4706,1,65,2
4707,1,76,3
4708,0,64,3
4709,1,64,1
4710,1,83,2
4711,0,53,1
4712,1,74,3
4713,0,40,3
4714,0,97,2
4715,1,58,3
4716,0,62,3
4717,1,44,2
4718,1,67,1
4719,0,66,3
4720,0,72,3
4721,1,80,1
4722,1,74,1
4723,1,84,2
4724,1,71,1
4725,1,56,2
4726,1,71,3
4727,1,64,1
4728,1,68,2
4729,0,52,1
4730,1,49,1
4731,1,75,1
4732,1,48,1
4733,1,97,2
4734,1,56,1
4735,0,55,3
4736,0,79,1
4737,0,84,1
4738,1,61,2
4739,0,98,1
4740,1,93,1
4741,1,81,3
4742,0,57,1
4743,0,71,1
4744,1,77,2
4745,1,72,2
4746,1,76,1
4747,1,97,2
4748,0,86,3
4749,0,77,3
4750,0,49,1
4751,1,70,2
4752,1,46,3
4753,1,92,2
4754,0,71,1
4755,1,65,2
4756,1,56,1
4757,1,89,2
4758,0,42,1
4759,1,56,3
4760,0,55,1
4761,0,58,2
4762,1,68,3
4763,0,46,1
4764,0,98,1
4765,1,48,2
4766,1,68,2
4767,0,79,1
4768,0,50,1
4769,0,87,1
4770,1,95,2
4771,1,84,2
4772,1,82,3
